roomNumber,bin,user_id,contention_group_size,contention_user_ids,true_critical_section_nanoTime_start,true_critical_section_nanoTime_end,true_critical_section_duration_nanos
1243,10,yhjj1014,1,yhjj1014,2568439619300,2568439693600,74300
1243,10,yhjj965,1,yhjj965,2568439765100,2568439830700,65600
1243,10,yhjj922,1,yhjj922,2568439964700,2568440021300,56600
1243,10,yhjj999,1,yhjj999,2568440080600,2568440117200,36600
1243,10,yhjj989,1,yhjj989,2568440319200,2568440437700,118500
1243,10,yhjj1008,1,yhjj1008,2568440576800,2568440646300,69500
1243,10,yhjj886,1,yhjj886,2568441042100,2568441102300,60200
1243,10,yhjj853,1,yhjj853,2568441263600,2568441321900,58300
1243,10,yhjj964,1,yhjj964,2568443089100,2568443196200,107100
1243,10,yhjj995,1,yhjj995,2568444098900,2568444166700,67800
1243,10,yhjj947,1,yhjj947,2568444258000,2568444321000,63000
1243,10,yhjj874,1,yhjj874,2568444471100,2568444535200,64100
1243,10,yhjj960,1,yhjj960,2568444680200,2568445218900,538700
1243,10,yhjj1002,1,yhjj1002,2568445304100,2568445365800,61700
1243,10,yhjj1007,1,yhjj1007,2568445503500,2568445561300,57800
1243,10,yhjj915,1,yhjj915,2568445720700,2568445774700,54000
1243,10,yhjj986,1,yhjj986,2568446123800,2568446938200,814400
1243,10,yhjj972,1,yhjj972,2568448242300,2568448534900,292600
1243,10,yhjj868,1,yhjj868,2568448816700,2568448916500,99800
