roomNumber,bin,user_id,prev_people,curr_people,expected_people,max_people,room_entry_sequence,join_result,prev_entry_time,curr_entry_time,true_critical_section_nanoTime_start,true_critical_section_epochNano_start,true_critical_section_nanoTime_end,true_critical_section_epochNano_end
1051,1,yhjj967,1,2,2,100,1,SUCCESS,2025-07-03 10:33:46.324493200+00:00,2025-07-03T10:33:46.324493200Z,23997875287100,1751538826324377300,23997875483000.0,1.7515388263245732e+18
1051,1,yhjj862,2,3,3,100,2,SUCCESS,2025-07-03 10:33:46.324493200+00:00,2025-07-03T10:33:46.325492Z,23997875838700,1751538826324928900,23997876678400.0,1.7515388263257687e+18
1051,1,yhjj919,3,4,4,100,3,SUCCESS,2025-07-03 10:33:46.325492+00:00,2025-07-03T10:33:46.325492Z,23997876761500,1751538826325851700,23997877011400.0,1.7515388263261015e+18
1051,1,yhjj980,4,5,5,100,4,SUCCESS,2025-07-03 10:33:46.330493500+00:00,2025-07-03T10:33:46.331493400Z,23997881966500,1751538826331056700,23997882175600.0,1.7515388263312658e+18
1051,1,yhjj989,5,6,6,100,5,SUCCESS,2025-07-03 10:33:46.372135300+00:00,2025-07-03T10:33:46.373133Z,23997923628900,1751538826372719100,23997923812100.0,1.7515388263729024e+18
1051,1,yhjj1003,6,7,7,100,6,SUCCESS,2025-07-03 10:33:46.373133+00:00,2025-07-03T10:33:46.373133Z,23997923793000,1751538826372883200,23997924399700.0,1.75153882637349e+18
1051,1,yhjj977,6,8,7,100,7,SUCCESS,2025-07-03 10:33:46.373133+00:00,2025-07-03T10:33:46.373133Z,23997923944700,1751538826373034900,23997924224700.0,1.7515388263733148e+18
1051,1,yhjj830,8,9,9,100,8,SUCCESS,2025-07-03 10:33:46.373133+00:00,2025-07-03T10:33:46.373133Z,23997923835600,1751538826372925800,23997924476300.0,1.7515388263735665e+18
1051,1,yhjj1002,8,10,9,100,9,SUCCESS,2025-07-03 10:33:46.373133+00:00,2025-07-03T10:33:46.373133Z,23997924205500,1751538826373295700,23997924521200.0,1.7515388263736115e+18
1051,1,yhjj855,10,13,11,100,10,SUCCESS,2025-07-03 10:33:46.374135600+00:00,2025-07-03T10:33:46.384604900Z,23997925123600,1751538826374213800,23997936520900.0,1.751538826385611e+18
1051,1,yhjj850,10,11,11,100,11,SUCCESS,2025-07-03 10:33:46.374135600+00:00,2025-07-03T10:33:46.375737600Z,23997925221200,1751538826374311400,23997926660300.0,1.7515388263757504e+18
1051,1,yhjj846,11,12,12,100,12,SUCCESS,2025-07-03 10:33:46.375134900+00:00,2025-07-03T10:33:46.375737600Z,23997926240400,1751538826375330600,23997926381400.0,1.7515388263754716e+18
1051,1,yhjj1001,13,14,14,100,13,SUCCESS,2025-07-03 10:33:46.380590700+00:00,2025-07-03T10:33:46.380590700Z,23997931919200,1751538826381009400,23997932183600.0,1.7515388263812739e+18
1051,1,yhjj854,14,15,15,100,14,SUCCESS,2025-07-03 10:33:46.386611100+00:00,2025-07-03T10:33:46.390628300Z,23997938927600,1751538826388017800,23997941830800.0,1.751538826390921e+18
1051,1,yhjj914,15,16,16,100,15,SUCCESS,2025-07-03 10:33:46.397632400+00:00,2025-07-03T10:33:46.397632400Z,23997948557200,1751538826397647400,23997948709900.0,1.7515388263978002e+18
1051,1,yhjj848,16,24,17,100,16,SUCCESS,2025-07-03 10:33:46.397632400+00:00,2025-07-03T10:33:46.400632600Z,23997948931000,1751538826398021200,23997953153900.0,1.751538826402244e+18
1051,1,yhjj961,16,17,17,100,17,SUCCESS,2025-07-03 10:33:46.397632400+00:00,2025-07-03T10:33:46.400632600Z,23997948969400,1751538826398059600,23997952678400.0,1.7515388264017687e+18
1051,1,yhjj836,17,26,18,100,18,SUCCESS,2025-07-03 10:33:46.397632400+00:00,2025-07-03T10:33:46.400632600Z,23997949197200,1751538826398287400,23997953234200.0,1.7515388264023245e+18
1051,1,yhjj950,17,18,18,100,19,SUCCESS,2025-07-03 10:33:46.397632400+00:00,2025-07-03T10:33:46.398633200Z,23997949249300,1751538826398339500,23997949433900.0,1.7515388263985242e+18
1051,1,yhjj929,21,22,22,100,20,SUCCESS,2025-07-03 10:33:46.397632400+00:00,2025-07-03T10:33:46.400632600Z,23997948815400,1751538826397905600,23997952166700.0,1.751538826401257e+18
1051,1,yhjj927,22,23,23,100,21,SUCCESS,2025-07-03 10:33:46.397632400+00:00,2025-07-03T10:33:46.400632600Z,23997948949600,1751538826398039800,23997952533500.0,1.7515388264016238e+18
1051,1,yhjj851,18,19,19,100,22,SUCCESS,2025-07-03 10:33:46.398633200+00:00,2025-07-03T10:33:46.399633Z,23997950060900,1751538826399151100,23997950306800.0,1.751538826399397e+18
1051,1,yhjj901,18,20,19,100,23,SUCCESS,2025-07-03 10:33:46.398633200+00:00,2025-07-03T10:33:46.406670400Z,23997950196100,1751538826399286300,23997957727500.0,1.7515388264068178e+18
1051,1,yhjj847,18,29,19,100,24,SUCCESS,2025-07-03 10:33:46.398633200+00:00,2025-07-03T10:33:46.403861Z,23997949569300,1751538826398659500,23997955756400.0,1.7515388264048466e+18
1051,1,yhjj819,31,33,32,100,25,SUCCESS,2025-07-03 10:33:46.398633200+00:00,2025-07-03T10:33:46.406670400Z,23997949889800,1751538826398980000,23997958072700.0,1.751538826407163e+18
1051,1,yhjj900,20,21,21,100,26,SUCCESS,2025-07-03 10:33:46.399633+00:00,2025-07-03T10:33:46.399633Z,23997950543700,1751538826399633900,23997950651700.0,1.751538826399742e+18
1051,1,yhjj829,20,34,21,100,27,SUCCESS,2025-07-03 10:33:46.399633+00:00,2025-07-03T10:33:46.406670400Z,23997950350500,1751538826399440700,23997958484900.0,1.751538826407575e+18
1051,1,yhjj948,35,36,36,100,28,SUCCESS,2025-07-03 10:33:46.399633+00:00,2025-07-03T10:33:46.421571800Z,23997950512300,1751538826399602500,23997972770700.0,1.7515388264218609e+18
1051,1,yhjj962,24,25,25,100,29,SUCCESS,2025-07-03 10:33:46.400632600+00:00,2025-07-03T10:33:46.400632600Z,23997952845900,1751538826401936100,23997952973900.0,1.7515388264020641e+18
1051,1,yhjj956,25,39,26,100,30,SUCCESS,2025-07-03 10:33:46.400632600+00:00,2025-07-03T10:33:46.430765600Z,23997953061200,1751538826402151400,23997981509700.0,1.7515388264306e+18
1051,1,yhjj878,26,27,27,100,31,SUCCESS,2025-07-03 10:33:46.400632600+00:00,2025-07-03T10:33:46.400632600Z,23997953280700,1751538826402370900,23997953409300.0,1.7515388264024996e+18
1051,1,yhjj866,21,37,22,100,32,SUCCESS,2025-07-03 10:33:46.400632600+00:00,2025-07-03T10:33:46.427762700Z,23997951973700,1751538826401063900,23997978634700.0,1.7515388264277248e+18
1051,1,yhjj881,37,38,38,100,33,SUCCESS,2025-07-03 10:33:46.400632600+00:00,2025-07-03T10:33:46.427762700Z,23997952133100,1751538826401223300,23997978981100.0,1.7515388264280714e+18
1051,1,yhjj1011,35,41,36,100,34,SUCCESS,2025-07-03 10:33:46.400632600+00:00,2025-07-03T10:33:46.431292200Z,23997951508900,1751538826400599100,23997982581400.0,1.7515388264316716e+18
1051,1,yhjj921,27,28,28,100,35,SUCCESS,2025-07-03 10:33:46.403861+00:00,2025-07-03T10:33:46.403861Z,23997955109900,1751538826404200100,23997955417000.0,1.7515388264045071e+18
1051,1,yhjj986,28,30,29,100,36,SUCCESS,2025-07-03 10:33:46.403861+00:00,2025-07-03T10:33:46.403861Z,23997955613600,1751538826404703800,23997955885300.0,1.7515388264049756e+18
1051,1,yhjj832,30,31,31,100,37,SUCCESS,2025-07-03 10:33:46.403861+00:00,2025-07-03T10:33:46.403861Z,23997956212300,1751538826405302500,23997956411700.0,1.751538826405502e+18
1051,1,yhjj874,31,32,32,100,38,SUCCESS,2025-07-03 10:33:46.406670400+00:00,2025-07-03T10:33:46.406670400Z,23997957413400,1751538826406503600,23997957867000.0,1.7515388264069573e+18
1051,1,yhjj966,32,40,33,100,39,SUCCESS,2025-07-03 10:33:46.406670400+00:00,2025-07-03T10:33:46.428764200Z,23997957866300,1751538826406956500,23997979391300.0,1.7515388264284815e+18
1051,1,yhjj1009,34,35,35,100,40,SUCCESS,2025-07-03 10:33:46.406670400+00:00,2025-07-03T10:33:46.406670400Z,23997958427000,1751538826407517200,23997958551800.0,1.751538826407642e+18
1051,2,yhjj946,41,42,42,100,41,SUCCESS,2025-07-03 10:33:46.434701800+00:00,2025-07-03T10:33:46.434701800Z,23997986424700,1751538826435514900,23997986493900.0,1.751538826435584e+18
1051,2,yhjj912,42,46,43,100,42,SUCCESS,2025-07-03 10:33:46.434701800+00:00,2025-07-03T10:33:46.436708100Z,23997986737600,1751538826435827800,23997987693200.0,1.7515388264367834e+18
1051,2,yhjj988,42,43,43,100,43,SUCCESS,2025-07-03 10:33:46.434701800+00:00,2025-07-03T10:33:46.434701800Z,23997986785100,1751538826435875300,23997986862200.0,1.7515388264359524e+18
1051,2,yhjj1014,43,44,44,100,44,SUCCESS,2025-07-03 10:33:46.434701800+00:00,2025-07-03T10:33:46.434701800Z,23997986882800,1751538826435973000,23997986946500.0,1.7515388264360366e+18
1051,2,yhjj1000,44,45,45,100,45,SUCCESS,2025-07-03 10:33:46.436708100+00:00,2025-07-03T10:33:46.436708100Z,23997987464500,1751538826436554700,23997987523900.0,1.7515388264366141e+18
1051,2,yhjj963,45,47,46,100,46,SUCCESS,2025-07-03 10:33:46.436708100+00:00,2025-07-03T10:33:46.436708100Z,23997987655000,1751538826436745200,23997987714800.0,1.751538826436805e+18
1051,2,yhjj895,44,48,45,100,47,SUCCESS,2025-07-03 10:33:46.436708100+00:00,2025-07-03T10:33:46.436708100Z,23997987390800,1751538826436481000,23997988824700.0,1.751538826437915e+18
1051,2,yhjj945,48,49,49,100,48,SUCCESS,2025-07-03 10:33:46.436708100+00:00,2025-07-03T10:33:46.436708100Z,23997989153400,1751538826438243600,23997989331400.0,1.7515388264384215e+18
1051,2,yhjj820,49,50,50,100,49,SUCCESS,2025-07-03 10:33:46.445577100+00:00,2025-07-03T10:33:46.445577100Z,23997996657700,1751538826445747900,23997996721700.0,1.751538826445812e+18
1051,2,yhjj1006,49,51,50,100,50,SUCCESS,2025-07-03 10:33:46.445577100+00:00,2025-07-03T10:33:46.445577100Z,23997996669600,1751538826445759800,23997996730100.0,1.7515388264458204e+18
1051,2,yhjj905,51,52,52,100,51,SUCCESS,2025-07-03 10:33:46.445577100+00:00,2025-07-03T10:33:46.445577100Z,23997996744700,1751538826445834900,23997996812400.0,1.7515388264459026e+18
1051,2,yhjj909,52,53,53,100,52,SUCCESS,2025-07-03 10:33:46.445577100+00:00,2025-07-03T10:33:46.445577100Z,23997996911400,1751538826446001600,23997996980200.0,1.7515388264460703e+18
1051,2,yhjj864,53,54,54,100,53,SUCCESS,2025-07-03 10:33:46.450576200+00:00,2025-07-03T10:33:46.450576200Z,23998001914500,1751538826451004700,23998002135400.0,1.7515388264512256e+18
1051,2,yhjj983,53,55,54,100,54,SUCCESS,2025-07-03 10:33:46.450576200+00:00,2025-07-03T10:33:46.450576200Z,23998001941100,1751538826451031300,23998002014000.0,1.7515388264511043e+18
1051,2,yhjj953,55,56,56,100,55,SUCCESS,2025-07-03 10:33:46.455775300+00:00,2025-07-03T10:33:46.455775300Z,23998007004300,1751538826456094500,23998007093600.0,1.7515388264561838e+18
1051,2,yhjj949,56,57,57,100,56,SUCCESS,2025-07-03 10:33:46.457776200+00:00,2025-07-03T10:33:46.457776200Z,23998009058600,1751538826458148800,23998009142900.0,1.751538826458233e+18
1051,2,yhjj984,57,58,58,100,57,SUCCESS,2025-07-03 10:33:46.457776200+00:00,2025-07-03T10:33:46.457776200Z,23998009125000,1751538826458215200,23998009198400.0,1.7515388264582886e+18
1051,2,yhjj975,58,59,59,100,58,SUCCESS,2025-07-03 10:33:46.461110900+00:00,2025-07-03T10:33:46.461110900Z,23998013134600,1751538826462224800,23998013179400.0,1.7515388264622697e+18
1051,2,yhjj992,59,60,60,100,59,SUCCESS,2025-07-03 10:33:46.461110900+00:00,2025-07-03T10:33:46.461110900Z,23998013234400,1751538826462324600,23998013315900.0,1.7515388264624061e+18
1051,2,yhjj922,60,61,61,100,60,SUCCESS,2025-07-03 10:33:46.466951800+00:00,2025-07-03T10:33:46.466951800Z,23998017756700,1751538826466846900,23998017812900.0,1.751538826466903e+18
1051,2,yhjj933,61,62,62,100,61,SUCCESS,2025-07-03 10:33:46.466951800+00:00,2025-07-03T10:33:46.466951800Z,23998018247600,1751538826467337800,23998018290300.0,1.7515388264673805e+18
1051,2,yhjj947,62,63,63,100,62,SUCCESS,2025-07-03 10:33:46.466951800+00:00,2025-07-03T10:33:46.467952200Z,23998018566000,1751538826467656200,23998018648700.0,1.751538826467739e+18
1051,2,yhjj964,63,64,64,100,63,SUCCESS,2025-07-03 10:33:46.470952700+00:00,2025-07-03T10:33:46.470952700Z,23998022399300,1751538826471489500,23998022465400.0,1.7515388264715556e+18
1051,2,yhjj875,64,65,65,100,64,SUCCESS,2025-07-03 10:33:46.474647300+00:00,2025-07-03T10:33:46.474647300Z,23998025822200,1751538826474912400,23998025867700.0,1.7515388264749578e+18
1051,2,yhjj943,65,66,66,100,65,SUCCESS,2025-07-03 10:33:46.475647900+00:00,2025-07-03T10:33:46.475647900Z,23998026860100,1751538826475950300,23998026969600.0,1.75153882647606e+18
1051,2,yhjj903,66,67,67,100,66,SUCCESS,2025-07-03 10:33:46.477647600+00:00,2025-07-03T10:33:46.477647600Z,23998029128800,1751538826478219000,23998029178800.0,1.751538826478269e+18
1051,2,yhjj959,67,68,68,100,67,SUCCESS,2025-07-03 10:33:46.477647600+00:00,2025-07-03T10:33:46.478649900Z,23998029225100,1751538826478315300,23998029453600.0,1.751538826478544e+18
1051,2,yhjj991,67,69,68,100,68,SUCCESS,2025-07-03 10:33:46.477647600+00:00,2025-07-03T10:33:46.478649900Z,23998029238800,1751538826478329000,23998029416900.0,1.751538826478507e+18
1051,2,yhjj1007,69,70,70,100,69,SUCCESS,2025-07-03 10:33:46.481586300+00:00,2025-07-03T10:33:46.481586300Z,23998033009700,1751538826482099900,23998033052700.0,1.751538826482143e+18
1051,2,yhjj833,70,71,71,100,70,SUCCESS,2025-07-03 10:33:46.484599900+00:00,2025-07-03T10:33:46.484599900Z,23998035219200,1751538826484309400,23998035290900.0,1.7515388264843812e+18
1051,2,yhjj951,71,72,72,100,71,SUCCESS,2025-07-03 10:33:46.484599900+00:00,2025-07-03T10:33:46.484599900Z,23998035591400,1751538826484681600,23998035645200.0,1.7515388264847355e+18
1051,2,yhjj970,72,73,73,100,72,SUCCESS,2025-07-03 10:33:46.486596800+00:00,2025-07-03T10:33:46.486596800Z,23998037721300,1751538826486811500,23998037763900.0,1.7515388264868541e+18
1051,2,yhjj968,73,74,74,100,73,SUCCESS,2025-07-03 10:33:46.488596900+00:00,2025-07-03T10:33:46.488596900Z,23998039614800,1751538826488705000,23998039693400.0,1.7515388264887836e+18
1051,2,yhjj928,74,75,75,100,74,SUCCESS,2025-07-03 10:33:46.488596900+00:00,2025-07-03T10:33:46.488596900Z,23998039652300,1751538826488742500,23998039769300.0,1.7515388264888594e+18
1051,2,yhjj887,75,76,76,100,75,SUCCESS,2025-07-03 10:33:46.488596900+00:00,2025-07-03T10:33:46.488596900Z,23998039886000,1751538826488976200,23998039934500.0,1.7515388264890248e+18
1051,2,yhjj994,76,77,77,100,76,SUCCESS,2025-07-03 10:33:46.493065100+00:00,2025-07-03T10:33:46.493065100Z,23998043719800,1751538826492810000,23998043840000.0,1.7515388264929303e+18
1051,2,yhjj826,76,78,77,100,77,SUCCESS,2025-07-03 10:33:46.493065100+00:00,2025-07-03T10:33:46.493065100Z,23998043739100,1751538826492829300,23998043848100.0,1.7515388264929382e+18
1051,2,yhjj942,78,79,79,100,78,SUCCESS,2025-07-03 10:33:46.493065100+00:00,2025-07-03T10:33:46.493065100Z,23998043812100,1751538826492902300,23998043907100.0,1.7515388264929974e+18
1051,2,yhjj844,79,80,80,100,79,SUCCESS,2025-07-03 10:33:46.496061400+00:00,2025-07-03T10:33:46.496061400Z,23998047216000,1751538826496306200,23998047273600.0,1.7515388264963638e+18
1051,2,yhjj982,80,81,81,100,80,SUCCESS,2025-07-03 10:33:46.496061400+00:00,2025-07-03T10:33:46.496061400Z,23998047521200,1751538826496611400,23998047569200.0,1.7515388264966595e+18
1051,3,yhjj999,81,82,82,100,81,SUCCESS,2025-07-03 10:33:46.496061400+00:00,2025-07-03T10:33:46.496061400Z,23998047550700,1751538826496640900,23998047615600.0,1.7515388264967058e+18
1051,3,yhjj883,82,83,83,100,82,SUCCESS,2025-07-03 10:33:46.498061200+00:00,2025-07-03T10:33:46.499060900Z,23998049185700,1751538826498275900,23998049852400.0,1.7515388264989427e+18
1051,3,yhjj891,82,84,83,100,83,SUCCESS,2025-07-03 10:33:46.498061200+00:00,2025-07-03T10:33:46.498061200Z,23998049210100,1751538826498300300,23998049269200.0,1.7515388264983593e+18
1051,3,yhjj908,84,85,85,100,84,SUCCESS,2025-07-03 10:33:46.498061200+00:00,2025-07-03T10:33:46.498061200Z,23998049442600,1751538826498532800,23998049567400.0,1.7515388264986575e+18
1051,3,yhjj1015,84,87,85,100,85,SUCCESS,2025-07-03 10:33:46.498061200+00:00,2025-07-03T10:33:46.500061500Z,23998049425000,1751538826498515200,23998051669500.0,1.7515388265007598e+18
1051,3,yhjj1017,85,86,86,100,86,SUCCESS,2025-07-03 10:33:46.499060900+00:00,2025-07-03T10:33:46.499060900Z,23998050461800,1751538826499552000,23998050509000.0,1.751538826499599e+18
1051,3,yhjj839,87,88,88,100,87,SUCCESS,2025-07-03 10:33:46.502061+00:00,2025-07-03T10:33:46.502061Z,23998052762900,1751538826501853100,23998052860000.0,1.7515388265019502e+18
1051,3,yhjj822,88,89,89,100,88,SUCCESS,2025-07-03 10:33:46.502515300+00:00,2025-07-03T10:33:46.502515300Z,23998053791600,1751538826502881800,23998053833800.0,1.751538826502924e+18
1051,3,yhjj821,89,90,90,100,89,SUCCESS,2025-07-03 10:33:46.502515300+00:00,2025-07-03T10:33:46.502515300Z,23998054606500,1751538826503696700,23998054698900.0,1.751538826503789e+18
1051,3,yhjj896,89,91,90,100,90,SUCCESS,2025-07-03 10:33:46.502515300+00:00,2025-07-03T10:33:46.502515300Z,23998054649400,1751538826503739600,23998054716200.0,1.7515388265038065e+18
1051,3,yhjj860,91,92,92,100,91,SUCCESS,2025-07-03 10:33:46.502515300+00:00,2025-07-03T10:33:46.502515300Z,23998054925500,1751538826504015700,23998054970700.0,1.751538826504061e+18
1051,3,yhjj978,92,93,93,100,92,SUCCESS,2025-07-03 10:33:46.506528600+00:00,2025-07-03T10:33:46.506528600Z,23998057843300,1751538826506933500,23998057919200.0,1.7515388265070093e+18
1051,3,yhjj958,93,94,94,100,93,SUCCESS,2025-07-03 10:33:46.506528600+00:00,2025-07-03T10:33:46.506528600Z,23998057870000,1751538826506960200,23998058003600.0,1.7515388265070938e+18
1051,3,yhjj938,94,95,95,100,94,SUCCESS,2025-07-03 10:33:46.509631600+00:00,2025-07-03T10:33:46.509631600Z,23998060724300,1751538826509814500,23998060824900.0,1.7515388265099151e+18
1051,3,yhjj861,95,96,96,100,95,SUCCESS,2025-07-03 10:33:46.509631600+00:00,2025-07-03T10:33:46.510633700Z,23998061000000,1751538826510090200,23998061409600.0,1.7515388265104998e+18
1051,3,yhjj876,96,97,97,100,96,SUCCESS,2025-07-03 10:33:46.509631600+00:00,2025-07-03T10:33:46.510633700Z,23998061191400,1751538826510281600,23998061350700.0,1.751538826510441e+18
1051,3,yhjj918,99,100,100,100,97,SUCCESS,2025-07-03 10:33:46.509631600+00:00,2025-07-03T10:33:46.511631400Z,23998061073400,1751538826510163600,23998062676900.0,1.751538826511767e+18
1051,3,yhjj1018,97,98,98,100,98,SUCCESS,2025-07-03 10:33:46.510633700+00:00,2025-07-03T10:33:46.510633700Z,23998061691400,1751538826510781600,23998061895600.0,1.7515388265109857e+18
1051,3,yhjj924,98,99,99,100,99,SUCCESS,2025-07-03 10:33:46.511631400+00:00,2025-07-03T10:33:46.511631400Z,23998062375700,1751538826511465900,23998062421700.0,1.7515388265115118e+18
1051,3,yhjj892,100,100,,100,100,FAIL_OVER_CAPACITY,2025-07-03 10:33:46.511631400+00:00,,23998062960700,1751538826512050900,,
1051,3,yhjj940,100,100,,100,101,FAIL_OVER_CAPACITY,2025-07-03 10:33:46.511631400+00:00,,23998063071700,1751538826512161900,,
1051,3,yhjj888,100,100,,100,102,FAIL_OVER_CAPACITY,2025-07-03 10:33:46.512632+00:00,,23998063735500,1751538826512825700,,
1051,3,yhjj910,100,100,,100,103,FAIL_OVER_CAPACITY,2025-07-03 10:33:46.512632+00:00,,23998063607300,1751538826512697500,,
1051,3,yhjj893,100,100,,100,104,FAIL_OVER_CAPACITY,2025-07-03 10:33:46.513457200+00:00,,23998064252000,1751538826513342200,,
1051,3,yhjj1004,100,100,,100,105,FAIL_OVER_CAPACITY,2025-07-03 10:33:46.516467+00:00,,23998067350600,1751538826516440800,,
1051,3,yhjj869,100,100,,100,106,FAIL_OVER_CAPACITY,2025-07-03 10:33:46.517464100+00:00,,23998068786700,1751538826517876900,,
1051,3,yhjj944,100,100,,100,107,FAIL_OVER_CAPACITY,2025-07-03 10:33:46.517464100+00:00,,23998068770900,1751538826517861100,,
1051,3,yhjj838,100,100,,100,108,FAIL_OVER_CAPACITY,2025-07-03 10:33:46.518468500+00:00,,23998069174400,1751538826518264600,,
1051,3,yhjj849,100,100,,100,109,FAIL_OVER_CAPACITY,2025-07-03 10:33:46.518468500+00:00,,23998069699200,1751538826518789400,,
1051,3,yhjj925,100,100,,100,110,FAIL_OVER_CAPACITY,2025-07-03 10:33:46.518468500+00:00,,23998069877500,1751538826518967700,,
1051,3,yhjj863,100,100,,100,111,FAIL_OVER_CAPACITY,2025-07-03 10:33:46.521092+00:00,,23998071803700,1751538826520893900,,
1051,3,yhjj993,100,100,,100,112,FAIL_OVER_CAPACITY,2025-07-03 10:33:46.521092+00:00,,23998071922100,1751538826521012300,,
1051,3,yhjj957,100,100,,100,113,FAIL_OVER_CAPACITY,2025-07-03 10:33:46.522097400+00:00,,23998073598700,1751538826522688900,,
1051,3,yhjj902,100,100,,100,114,FAIL_OVER_CAPACITY,2025-07-03 10:33:46.523099200+00:00,,23998074225800,1751538826523316000,,
1051,3,yhjj843,100,100,,100,115,FAIL_OVER_CAPACITY,2025-07-03 10:33:46.524098500+00:00,,23998074872100,1751538826523962300,,
1051,3,yhjj867,100,100,,100,116,FAIL_OVER_CAPACITY,2025-07-03 10:33:46.524098500+00:00,,23998075040300,1751538826524130500,,
1051,3,yhjj890,100,100,,100,117,FAIL_OVER_CAPACITY,2025-07-03 10:33:46.524098500+00:00,,23998075098800,1751538826524189000,,
